hospital_id,city,symptom,predicted_disease,specialization,consultation_fee,estimated_meds_cost,total_estimated_cost,wait_time_mins,hospital_rating,doctor_exp_years,languages,distance_km,insurance_accepted,match_score
HOSP_1029,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,1595,1795,52,4.6,28,"English, Hindi",3.5,0,71
HOSP_1030,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,2225,2475,77,3.8,20,"English, Kannada",2.7,0,99
HOSP_1031,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,762,1262,74,3.7,16,"English, Hindi, Telugu",21.7,1,90
HOSP_1032,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,2431,2681,76,4.7,26,"English, Telugu",14.3,1,63
HOSP_1033,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,944,1944,78,4.4,25,"English, Kannada",5.2,1,84
HOSP_1034,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,1280,1480,23,4.6,8,"English, Tamil",14.0,1,74
HOSP_1035,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,831,1831,47,4.3,6,"English, Kannada",18.2,1,87
HOSP_1036,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,516,716,88,4.3,14,"English, Kannada",17.7,0,91
HOSP_1037,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,3278,3478,15,4.5,6,"English, Kannada",7.8,1,80
HOSP_1038,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,1381,2181,51,3.6,14,"English, Hindi, Telugu",17.4,0,65
HOSP_1039,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,3316,3516,73,3.7,3,"English, Hindi",2.6,1,72
HOSP_1040,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,1841,2141,37,4.5,21,"English, Tamil",3.3,1,78
HOSP_1041,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,3085,3285,82,4.7,9,"English, Hindi, Telugu",1.5,1,85
HOSP_1042,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,1855,2655,64,3.7,19,"English, Hindi, Telugu",16.0,0,89
HOSP_1043,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,2029,2279,62,4.2,5,"English, Telugu",13.2,1,85
HOSP_1044,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,1053,1353,68,4.0,25,"English, Hindi",9.3,0,82
HOSP_1045,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,3331,4131,78,4.6,18,"English, Telugu",7.3,0,68
HOSP_1046,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,2760,3060,51,3.7,21,"English, Telugu",19.7,1,92
HOSP_1047,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,2955,3955,59,4.0,3,"English, Telugu",18.5,1,64
HOSP_1048,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,939,1739,32,3.7,12,"English, Hindi, Telugu",21.9,1,82
HOSP_1049,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,2247,3247,53,4.6,8,"English, Telugu",23.3,1,65
HOSP_1050,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,3175,3975,64,4.3,9,"English, Tamil",1.5,1,83
HOSP_1051,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,1971,2271,69,4.8,4,"English, Hindi, Telugu",12.0,1,91
HOSP_1052,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,1461,2261,73,4.5,25,"English, Kannada",6.6,1,82
HOSP_1053,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,2759,3759,57,4.5,20,"English, Hindi, Telugu",9.3,0,69
HOSP_1054,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,2717,3517,35,4.6,5,"English, Hindi",2.0,0,98
HOSP_1055,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,2509,3009,56,4.7,6,"English, Hindi, Telugu",8.1,1,64
HOSP_1056,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,1104,1604,48,4.9,20,"English, Tamil",8.7,1,94
HOSP_1057,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,2726,2926,86,3.9,23,"English, Kannada",7.1,0,87
HOSP_1058,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,1343,2143,17,4.3,17,"English, Tamil",23.4,1,62
HOSP_1059,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,1441,1641,40,4.5,4,"English, Hindi",18.2,1,64
HOSP_1060,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,3460,3660,61,4.2,22,"English, Telugu",20.3,0,86
HOSP_1061,Vijayawada,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,2158,2658,60,4.4,17,"English, Kannada",15.2,1,62
HOSP_1062,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,669,1669,81,4.5,21,"English, Tamil",14.8,0,92
HOSP_1063,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,2635,2935,89,4.0,26,"English, Tamil",22.8,0,94
HOSP_1064,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,1123,1923,50,4.8,21,"English, Tamil",10.4,0,71
HOSP_1065,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,2709,2909,17,3.7,25,"English, Tamil",18.5,1,65
HOSP_1066,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,966,1466,35,4.1,20,"English, Hindi, Telugu",21.1,1,87
HOSP_1067,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,458,708,74,3.8,7,"English, Hindi, Telugu",13.6,0,82
HOSP_1068,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,1438,2438,52,3.8,27,"English, Kannada",11.6,1,62
HOSP_1069,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,1451,1651,25,4.3,7,"English, Telugu",7.6,1,64
HOSP_1070,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,2319,2819,62,4.3,17,"English, Kannada",2.5,1,97
HOSP_1071,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,3419,3619,24,4.8,16,"English, Kannada",20.6,1,95
HOSP_1072,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,1497,2297,47,4.3,17,"English, Hindi",15.9,1,62
HOSP_1073,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,1740,1940,45,3.9,29,"English, Hindi, Telugu",4.9,1,61
HOSP_1074,Vijayawada,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,2610,2810,82,3.9,8,"English, Tamil",14.1,0,83
HOSP_1075,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,1331,1531,73,4.0,22,"English, Telugu",15.6,1,64
HOSP_1076,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,1441,1741,84,4.8,20,"English, Hindi",11.3,1,96
HOSP_1077,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,3488,3988,84,4.0,16,"English, Tamil",17.0,1,84
HOSP_1078,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,3035,3285,57,4.4,3,"English, Hindi",16.5,0,70
HOSP_1079,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,2181,2381,42,4.6,11,"English, Kannada",14.9,1,86
HOSP_1080,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,1987,2987,38,3.9,21,"English, Telugu",13.5,0,91
HOSP_1081,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,2202,2452,22,4.2,14,"English, Tamil",16.5,0,95
HOSP_1082,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,1972,2272,53,4.1,28,"English, Kannada",22.0,0,69
HOSP_1083,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,2528,3328,71,4.6,24,"English, Hindi",19.2,1,63
HOSP_1084,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,1070,1370,42,3.5,12,"English, Hindi",10.5,1,80
HOSP_1085,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,1783,2783,68,4.5,19,"English, Hindi",3.2,1,88
HOSP_1086,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,315,565,20,4.3,7,"English, Telugu",14.8,1,89
HOSP_1087,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,870,1370,42,4.3,22,"English, Telugu",7.2,0,70
HOSP_1088,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,2128,3128,62,3.7,24,"English, Telugu",18.0,1,79
HOSP_1089,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,459,959,40,3.7,16,"English, Kannada",19.9,0,81
HOSP_1090,Chennai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,3431,4231,24,4.1,23,"English, Tamil",16.7,1,85
HOSP_1091,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,431,631,82,4.2,19,"English, Hindi",18.0,1,64
HOSP_1092,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,1296,2296,86,3.7,3,"English, Kannada",23.0,0,75
HOSP_1093,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,1661,1861,59,4.5,5,"English, Kannada",15.5,0,94
HOSP_1094,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,2363,2863,67,4.0,22,"English, Hindi, Telugu",4.6,0,64
HOSP_1095,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,1709,2709,53,4.2,10,"English, Hindi, Telugu",2.8,0,71
HOSP_1096,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,1617,2617,29,3.6,20,"English, Hindi",7.6,1,90
HOSP_1097,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,2044,2294,75,3.8,12,"English, Hindi, Telugu",18.1,1,72
HOSP_1098,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,2337,2637,67,4.0,15,"English, Kannada",24.5,1,93
HOSP_1099,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,792,1292,43,4.8,18,"English, Hindi",11.3,1,68
HOSP_1100,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,1487,1787,85,4.0,14,"English, Telugu",1.6,1,81
HOSP_1101,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,830,1330,61,4.6,29,"English, Telugu",8.1,0,64
HOSP_1102,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,1791,2041,19,4.7,28,"English, Kannada",2.3,1,80
HOSP_1103,Chennai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,1100,1350,40,4.8,10,"English, Hindi",20.7,1,70
HOSP_1104,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,1595,2095,36,4.6,17,"English, Hindi",6.7,1,80
HOSP_1105,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,2560,2860,32,4.1,26,"English, Tamil",10.5,1,99
HOSP_1106,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,979,1229,20,4.6,19,"English, Hindi, Telugu",4.3,0,80
HOSP_1107,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,3447,4247,23,4.3,26,"English, Hindi, Telugu",6.1,1,64
HOSP_1108,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,2911,3211,53,4.6,19,"English, Hindi, Telugu",6.5,0,86
HOSP_1109,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,1680,1880,76,3.9,28,"English, Hindi",23.1,1,89
HOSP_1110,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,2320,3120,17,4.3,21,"English, Hindi",1.7,1,78
HOSP_1111,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,2166,2416,59,3.9,5,"English, Hindi, Telugu",23.4,1,78
HOSP_1112,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,2643,2843,88,3.6,25,"English, Telugu",17.0,1,88
HOSP_1113,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,3138,3938,22,4.9,18,"English, Telugu",17.6,0,98
HOSP_1114,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,1841,2091,35,4.1,6,"English, Tamil",9.3,1,73
HOSP_1115,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,3462,3962,47,4.6,21,"English, Tamil",13.1,1,85
HOSP_1116,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,2967,3217,44,4.4,22,"English, Telugu",8.5,1,63
HOSP_1117,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,1191,1691,27,4.9,28,"English, Telugu",10.6,1,60
HOSP_1118,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,2361,2661,81,4.1,20,"English, Hindi, Telugu",5.6,0,63
HOSP_1119,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,3116,3416,47,3.8,22,"English, Kannada",17.0,0,73
HOSP_1120,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,2357,3357,38,4.3,20,"English, Hindi",16.4,1,72
HOSP_1121,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,1152,2152,65,3.9,6,"English, Hindi",18.1,1,88
HOSP_1122,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,1945,2745,83,4.9,26,"English, Hindi",14.6,1,95
HOSP_1123,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,1898,2198,78,4.7,8,"English, Tamil",15.3,1,96
HOSP_1124,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,425,725,86,4.1,14,"English, Kannada",13.2,0,73
HOSP_1125,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,1488,1988,18,4.0,28,"English, Kannada",14.6,0,78
HOSP_1126,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,2356,2556,67,4.9,25,"English, Hindi",24.3,0,61
HOSP_1127,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,1215,2215,53,3.8,20,"English, Hindi",8.8,1,78
HOSP_1128,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,2080,2580,51,4.1,28,"English, Kannada",23.5,1,79
HOSP_1129,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,1350,2150,86,4.3,19,"English, Hindi",6.7,1,61
HOSP_1130,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,2513,3513,74,4.9,27,"English, Hindi, Telugu",10.7,0,73
HOSP_1131,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,925,1425,82,4.1,5,"English, Telugu",15.0,1,95
HOSP_1132,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,464,714,85,4.4,5,"English, Telugu",9.4,1,91
HOSP_1133,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,3241,4041,30,5.0,22,"English, Tamil",12.2,1,75
HOSP_1134,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,816,1316,36,3.7,16,"English, Hindi, Telugu",22.3,1,81
HOSP_1135,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,473,723,66,4.7,14,"English, Kannada",10.5,0,87
HOSP_1136,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,951,1201,85,4.8,17,"English, Hindi, Telugu",2.4,1,65
HOSP_1137,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,3276,3476,20,4.7,9,"English, Hindi",16.3,1,98
HOSP_1138,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,3207,3507,72,4.3,21,"English, Telugu",6.9,1,87
HOSP_1139,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,643,843,80,4.4,10,"English, Telugu",14.3,0,99
HOSP_1140,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,1354,1604,53,3.8,25,"English, Hindi, Telugu",5.4,0,86
HOSP_1141,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,3131,3631,72,4.4,28,"English, Kannada",21.6,1,68
HOSP_1142,Chennai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,421,1221,71,4.0,5,"English, Telugu",22.8,1,79
HOSP_1143,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,3017,3317,72,4.9,24,"English, Kannada",5.7,1,91
HOSP_1144,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,2003,2203,71,4.3,5,"English, Kannada",16.4,1,90
HOSP_1145,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,460,660,37,4.9,25,"English, Telugu",12.1,1,98
HOSP_1146,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,2184,2384,46,3.5,22,"English, Hindi, Telugu",7.6,1,63
HOSP_1147,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,685,935,40,4.3,28,"English, Kannada",20.0,1,70
HOSP_1148,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,2242,3042,51,4.7,21,"English, Hindi, Telugu",19.8,1,69
HOSP_1149,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,1816,2316,80,4.6,7,"English, Telugu",2.1,0,61
HOSP_1150,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,1677,2177,49,4.1,24,"English, Tamil",9.2,1,87
HOSP_1151,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,2011,3011,49,4.0,16,"English, Hindi",14.8,0,88
HOSP_1152,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,2361,2561,38,4.6,27,"English, Hindi, Telugu",6.6,1,91
HOSP_1153,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,3355,4155,28,4.6,21,"English, Hindi",23.5,1,63
HOSP_1154,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,1455,2455,86,4.2,4,"English, Tamil",15.8,1,97
HOSP_1155,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,1929,2929,24,3.8,10,"English, Kannada",0.7,1,75
HOSP_1156,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,518,1018,36,3.9,19,"English, Tamil",22.0,0,92
HOSP_1157,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,2454,2754,83,3.9,15,"English, Hindi, Telugu",24.8,1,85
HOSP_1158,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,499,1499,49,3.5,21,"English, Kannada",22.4,0,64
HOSP_1159,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,1701,2201,68,4.3,19,"English, Hindi, Telugu",6.8,1,67
HOSP_1160,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,1976,2776,30,4.5,15,"English, Kannada",12.8,0,78
HOSP_1161,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,609,859,20,4.0,24,"English, Tamil",7.2,1,86
HOSP_1162,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,557,757,39,4.0,26,"English, Hindi",10.7,1,76
HOSP_1163,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,2292,2792,41,4.7,3,"English, Telugu",7.0,1,95
HOSP_1164,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,2882,3382,86,5.0,27,"English, Kannada",6.0,1,94
HOSP_1165,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,857,1057,59,3.6,25,"English, Tamil",15.8,1,77
HOSP_1166,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,1350,1850,16,3.9,9,"English, Tamil",2.3,0,61
HOSP_1167,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,2283,2533,70,4.4,6,"English, Hindi",1.5,1,89
HOSP_1168,Vijayawada,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,2168,2418,68,4.9,7,"English, Kannada",9.6,1,91
HOSP_1169,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,1443,1743,39,4.8,23,"English, Telugu",4.8,1,83
HOSP_1170,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,3233,3733,30,4.2,11,"English, Hindi",11.7,0,77
HOSP_1171,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,678,1678,63,4.1,3,"English, Telugu",12.7,1,61
HOSP_1172,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,1784,1984,84,4.1,21,"English, Hindi, Telugu",13.8,1,70
HOSP_1173,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,663,913,31,4.1,10,"English, Kannada",4.1,1,90
HOSP_1174,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,1469,2269,35,4.0,6,"English, Telugu",22.3,1,80
HOSP_1175,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,2134,2434,65,4.0,7,"English, Kannada",5.5,1,98
HOSP_1176,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,2242,2742,63,4.0,10,"English, Telugu",22.3,0,88
HOSP_1177,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,2508,3008,43,3.6,25,"English, Telugu",18.3,0,67
HOSP_1178,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,2580,2830,64,3.8,14,"English, Kannada",13.1,1,86
HOSP_1179,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,2791,3791,59,3.6,20,"English, Hindi",0.9,1,88
HOSP_1180,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,958,1458,20,4.3,11,"English, Kannada",18.9,1,61
HOSP_1181,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,2592,2792,58,4.1,11,"English, Telugu",6.3,0,70
HOSP_1182,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,1848,2348,85,4.3,15,"English, Hindi",23.2,1,96
HOSP_1183,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,695,945,76,4.7,29,"English, Telugu",19.6,1,86
HOSP_1184,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,927,1227,63,4.7,3,"English, Kannada",14.8,0,76
HOSP_1185,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,3448,3648,47,3.7,7,"English, Kannada",15.7,1,70
HOSP_1186,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,2337,2837,80,4.7,25,"English, Kannada",13.8,1,97
HOSP_1187,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,1609,1909,84,3.6,16,"English, Hindi",22.7,1,72
HOSP_1188,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,1917,2417,23,4.9,18,"English, Hindi",10.0,0,83
HOSP_1189,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,2380,3180,37,4.1,23,"English, Hindi",6.7,1,97
HOSP_1190,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,2693,2943,79,3.8,17,"English, Kannada",21.9,1,72
HOSP_1191,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,1092,1592,64,5.0,14,"English, Kannada",7.5,1,89
HOSP_1192,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,1487,1687,78,5.0,18,"English, Telugu",0.7,1,63
HOSP_1193,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,1702,2202,54,4.2,27,"English, Tamil",15.8,1,99
HOSP_1194,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,1225,2225,33,4.9,10,"English, Hindi",0.6,1,87
HOSP_1195,Vijayawada,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,1216,1716,20,4.3,17,"English, Kannada",24.9,1,73
HOSP_1196,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,1989,2489,26,3.6,5,"English, Telugu",6.7,0,80
HOSP_1197,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,1536,2336,74,4.4,25,"English, Hindi, Telugu",12.7,0,80
HOSP_1198,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,2933,3183,65,4.3,26,"English, Hindi",24.2,1,93
HOSP_1199,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,2370,2620,57,4.4,17,"English, Hindi",19.9,1,60
HOSP_1200,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,1359,1859,59,4.5,28,"English, Kannada",14.2,1,97
